                    * e:\venu\esim_works\6t_sram\6t_sram.cir
                    Transient Analysis  Sun Oct 09 04:51:55  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	-9.06288e-11	0.000000e+00	
1	1.000000e-11	-2.74118e-16	-9.06296e-11	1.322767e-16	
2	2.000000e-11	-2.73376e-16	-9.06297e-11	9.990040e-17	
3	4.000000e-11	-2.74089e-16	-9.06300e-11	5.278515e-17	
4	8.000000e-11	-2.74669e-16	-9.06301e-11	1.163727e-17	
5	1.600000e-10	-2.74981e-16	-9.06305e-11	-1.69423e-18	
6	3.200000e-10	-2.74700e-16	-9.06305e-11	2.675177e-19	
7	6.400000e-10	-2.74174e-16	-9.06304e-11	-4.54214e-19	
8	1.000000e-09	-2.73554e-16	-9.06306e-11	1.984207e-19	
9	1.064000e-09	-3.57943e-06	-2.49207e-06	-1.47751e-05	
10	1.192000e-09	-4.02639e-06	-2.31530e-06	-2.36621e-05	
11	1.448000e-09	3.273402e-06	-3.62994e-06	-1.88781e-05	
12	1.721700e-09	-1.87157e-05	-3.58002e-05	-4.75272e-05	
13	1.940009e-09	6.881608e-06	-1.93268e-04	-4.63791e-05	
14	2.000000e-09	-2.03198e-05	-1.51232e-04	-4.41973e-05	
15	2.022797e-09	7.615835e-08	-1.59094e-04	1.019581e-05	
16	2.068390e-09	6.275545e-08	-1.10992e-04	7.047461e-06	
17	2.148537e-09	5.000197e-08	-6.27421e-05	1.761836e-05	
18	2.236144e-09	3.731617e-08	-4.59343e-05	2.906777e-06	
19	2.350624e-09	3.573420e-08	-2.81496e-05	3.405060e-06	
20	2.573829e-09	1.242335e-08	-1.05121e-05	-2.90072e-06	
21	2.810973e-09	7.608592e-09	-1.26277e-06	2.817566e-06	
22	3.168149e-09	-3.42403e-09	-1.20421e-06	-2.79372e-06	
23	3.711363e-09	1.419893e-09	1.061208e-06	2.775405e-06	
24	4.600625e-09	-2.64433e-09	-1.05157e-06	-2.76596e-06	
25	6.379150e-09	1.966137e-09	1.036978e-06	2.761480e-06	
26	9.936201e-09	-2.26687e-09	-1.03668e-06	-2.75933e-06	
27	1.705030e-08	2.119139e-09	1.033552e-06	2.758270e-06	
28	3.127850e-08	-2.18010e-09	-1.03353e-06	-2.75775e-06	
29	5.973491e-08	2.150390e-09	1.032697e-06	2.757483e-06	
30	1.166477e-07	-2.16147e-09	-1.03279e-06	-2.75735e-06	
31	2.304733e-07	2.156823e-09	1.032474e-06	2.757288e-06	
32	4.581246e-07	-2.15772e-09	-1.03262e-06	-2.75726e-06	
33	9.134271e-07	2.157534e-09	1.032410e-06	2.757239e-06	
34	1.824032e-06	-2.15748e-09	-1.03258e-06	-2.75723e-06	
35	3.645242e-06	2.157452e-09	1.032392e-06	2.757227e-06	
36	7.287662e-06	-2.15744e-09	-1.03257e-06	-2.75722e-06	
37	1.457250e-05	2.157434e-09	1.032388e-06	2.757224e-06	
38	2.914218e-05	-2.15743e-09	-1.03257e-06	-2.75722e-06	
39	5.828154e-05	2.157430e-09	1.032387e-06	2.757223e-06	
40	1.165603e-04	-2.15743e-09	-1.03257e-06	-2.75722e-06	
41	2.331177e-04	2.157429e-09	1.032386e-06	2.757223e-06	
42	4.662326e-04	-2.15743e-09	-1.03257e-06	-2.75722e-06	
43	9.324623e-04	2.157429e-09	1.032386e-06	2.757223e-06	
44	1.000002e-03	-2.15743e-09	-1.03257e-06	-2.75722e-06	
45	1.000002e-03	-4.35385e-09	-1.74723e-06	2.851660e-05	
46	1.000002e-03	3.418437e-09	-2.12572e-07	2.966566e-05	
47	1.000003e-03	-3.10082e-09	-1.52990e-06	2.847941e-05	
48	1.000003e-03	3.913685e-09	3.703286e-07	1.732573e-05	
49	1.000003e-03	7.044696e-09	1.477731e-06	1.232411e-07	
50	1.000003e-03	-1.14271e-09	-1.69989e-07	-5.78278e-08	
51	1.000003e-03	-5.69434e-10	3.291463e-07	3.805384e-08	
52	1.000004e-03	5.527147e-10	-2.21810e-07	-3.56584e-08	
53	1.000004e-03	-6.63355e-10	2.175987e-07	3.380396e-08	
54	1.000005e-03	7.043475e-10	-2.13889e-07	-3.30974e-08	

Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
55	1.000008e-03	-7.22807e-10	2.117178e-07	3.275093e-08	
56	1.000012e-03	7.316297e-10	-2.10913e-07	-3.25888e-08	
57	1.000022e-03	-7.35936e-10	2.102385e-07	3.250804e-08	
58	1.000041e-03	7.380456e-10	-2.10167e-07	-3.24943e-08	
59	1.000079e-03	-7.39151e-10	2.098775e-07	3.243549e-08	
60	1.000155e-03	7.396587e-10	-2.09992e-07	-3.24450e-08	
61	1.000307e-03	-7.39935e-10	2.097820e-07	3.243035e-08	
62	1.000612e-03	7.400610e-10	-2.09948e-07	-3.24327e-08	
63	1.001220e-03	-7.40130e-10	2.097582e-07	3.242907e-08	
64	1.002437e-03	7.401615e-10	-2.09937e-07	-3.24297e-08	
65	1.004872e-03	-7.40179e-10	2.097522e-07	3.242875e-08	
66	1.009741e-03	7.401866e-10	-2.09934e-07	-3.24289e-08	
67	1.019478e-03	-7.40191e-10	2.097508e-07	3.242867e-08	
68	1.038954e-03	7.401929e-10	-2.09934e-07	-3.24287e-08	
